名称,大类,中类,小类,地址,省,市,区,WGS84_经度,WGS84_纬度
永祥路南段3号院,商务住宅,住宅区,住宅小区,永祥路南段3号,陕西省,西安市,莲湖区,108.9375799,34.29182195
陕西省中医院家属院,商务住宅,住宅区,住宅区,青门村101-1,陕西省,西安市,莲湖区,108.9391616,34.29029674
西北建筑设计院家属院,商务住宅,住宅区,住宅区,自强西路振华南路,陕西省,西安市,莲湖区,108.9375238,34.28359756
陕西纺织品公司小区,商务住宅,住宅区,住宅小区,自强西路55号附近,陕西省,西安市,莲湖区,108.9393596,34.28326737
金龙小区(农兴路),商务住宅,住宅区,住宅小区,农兴路21号,陕西省,西安市,莲湖区,108.9385512,34.29170026
西安交通大学第二附属医院青门村家属院,商务住宅,住宅区,住宅小区,青门巷100号附近,陕西省,西安市,莲湖区,108.938675,34.2899118
北稍门世纪花园,商务住宅,住宅区,住宅小区,城北北稍门人人乐人面,陕西省,西安市,莲湖区,108.9413685,34.28685206
山隆小区,商务住宅,住宅区,住宅小区,农兴路21号附近,陕西省,西安市,莲湖区,108.9385134,34.29123553
西安市电磁机械厂家属院,商务住宅,住宅区,住宅区,农兴路28号,陕西省,西安市,莲湖区,108.9375321,34.29102538
红东花园3期,商务住宅,住宅区,住宅小区,文景南路,陕西省,西安市,莲湖区,108.933886,34.29045684
西安交大附属二院青门村家属院,商务住宅,住宅区,住宅小区,青门村75号,陕西省,西安市,莲湖区,108.938676,34.28985682
都市雅苑,商务住宅,住宅区,住宅小区,农兴路6号(龙首北路西段与未央路交汇处),陕西省,西安市,莲湖区,108.9396202,34.29177726
丽水苑,商务住宅,住宅区,住宅区,农兴路21-4号附近,陕西省,西安市,莲湖区,108.9383389,34.29126383
西安市设计院家属院,商务住宅,住宅区,住宅区,农兴路与永和路交叉口西南50米,陕西省,西安市,莲湖区,108.9397199,34.29091444
未央一号柚,商务住宅,住宅区,住宅区,龙首村北关正街世纪金园西北100米,陕西省,西安市,莲湖区,108.9409394,34.29099811
未央区委家属院,商务住宅,住宅区,住宅区,农兴路3号院前楼3-5楼,陕西省,西安市,莲湖区,108.9412804,34.29099145
未央区政府家属院南院,商务住宅,住宅区,住宅小区,农兴路5号,陕西省,西安市,莲湖区,108.941433,34.29081324
北稍门西社区,商务住宅,住宅区,住宅小区,自强西路91号,陕西省,西安市,莲湖区,108.9373194,34.28236644
龙首西北区社区,商务住宅,住宅区,住宅小区,农兴路31号附近,陕西省,西安市,莲湖区,108.9358167,34.29199595
畜牧局家属院,商务住宅,住宅区,住宅小区,农兴路5号,陕西省,西安市,莲湖区,108.9409703,34.29130591
